 306,     1043
 307,     1014
 308,      961
 309,      891
 310,      827
 311,      827
 312,      753
 313,      717
 314,      746
 315,      689
 316,      663
 317,      673
 318,      643
 319,      569
 320,      572
 321,      572
 322,      540
 323,      504
 324,      490
 325,      474
 326,      470
 327,      471
 328,      444
 329,      445
 330,      417
 331,      376
 332,      399
 333,      406
 334,      349
 335,      344
 336,      326
 337,      306
 338,      337
 339,      292
 340,      304
 341,      320
 342,      300
 343,      288
 344,      257
 345,      270
 346,      261
 347,      274
 348,      247
 349,      253
 350,      230
 351,      250
 352,      212
 353,      263
 354,      197
 355,      196
 356,      215
 357,      201
 358,      196
 359,      176
 360,      205
 361,      186
 362,      201
 363,      188
 364,      167
 365,      194
 366,      186
 367,      166
 368,      195
 369,      197
 370,      158
 371,      166
 372,      178
 373,      190
 374,      193
 375,      172
 376,      161
 377,      184
 378,      162
 379,      176
 380,      182
 381,      180
 382,      217
 383,      200
 384,      196
 385,      242
 386,      225
 387,      239
 388,      306
 389,      345
 390,      405
 391,      501
 392,      541
 393,      618
 394,      760
 395,      903
 396,     1118
 397,     1258
 398,     1498
 399,     1904
 400,     2155
 401,     2479
 402,     3004
 403,     3452
 404,     3989
 405,     4621
 406,     5131
 407,     5948
 408,     6482
 409,     7307
 410,     7892
 411,     8859
 412,     9516
 413,    10163
 414,    11118
 415,    11751
 416,    12312
 417,    12950
 418,    13683
 419,    14021
 420,    14497
 421,    14904
 422,    14732
 423,    14785
 424,    14602
 425,    14580
 426,    14263
 427,    13838
 428,    13331
 429,    12590
 430,    12103
 431,    11226
 432,    10344
 433,     9877
 434,     8605
 435,     8119
 436,     7071
 437,     6321
 438,     5517
 439,     4983
 440,     4216
 441,     3578
 442,     3095
 443,     2598
 444,     2104
 445,     1715
 446,     1428
 447,     1144
 448,      914
 449,      713
 450,      611
 451,      451
 452,      368
 453,      285
 454,      218
 455,      179
 456,      116
 457,      102
 458,       76
 459,       80
 460,       80
 461,       54
 462,       34
 463,       40
 464,       33
 465,       31
 466,       40
 467,       36
 468,       27
 469,       35
 470,       34
 471,       32
 472,       32
 473,       29
 474,       34
 475,       28
 476,       27
 477,       29
 478,       36
 479,       33
 480,       30
 481,       27
 482,       35
 483,       35
 484,       32
 485,       28
 486,       33
 487,       22
 488,       26
 489,       36
 490,       38
 491,       27
 492,       44
 493,       29
 494,       39
 495,       33
 496,       29
 497,       21
 498,       20
 499,       32
 500,       30
 501,       24
 502,       37
 503,       24
 504,       20
 505,       21
 506,       27
 507,       30
 508,       24
 509,       26
 510,       28
 511,       21
 512,       16
 513,       30
 514,       31
 515,       43
 516,       19
 517,       30
 518,       38
 519,       44
 520,       23
 521,       25
 522,       28
 523,       26
 524,       30
 525,       27
 526,       29
 527,       27
 528,       32
 529,       33
 530,       20
 531,       21
 532,       26
 533,       31
 534,       34
 535,       24
 536,       29
 537,       24
 538,       30
 539,       25
 540,       23
 541,       26
 542,       31
 543,       19
 544,       34
 545,       24
 546,       30
 547,       22
 548,       28
 549,       30
 550,       27
 551,       24
 552,       26
 553,       33
 554,       27
 555,       22
 556,       28
 557,       24
 558,       20
 559,       27
 560,       21
 561,       23
 562,       30
 563,       33
 564,       22
 565,       25
 566,       23
 567,       26
 568,       27
 569,       10
 570,       17
 571,       23
 572,       31
 573,       30
 574,       18
 575,       29
 576,       30
 577,       17
 578,       24
 579,       24
 580,       34
 581,       27
 582,       24
 583,       29
 584,       33
 585,       24
 586,       20
 587,       25
 588,       23
 589,       23
 590,       17
 591,       26
 592,       18
 593,       20
 594,       21
 595,       13
 596,       27
 597,       18
 598,       20
 599,       21
 600,       19
 601,       26
 602,       21
 603,       17
 604,       22
 605,       26
 606,       21
 607,       19
 608,       24
 609,       17
 610,       30
 611,       25
 612,       22
 613,       21
 614,       25
 615,       18
 616,       23
 617,       17
 618,       17
 619,       21
 620,       16
 621,       17
 622,       23
 623,       14
 624,       18
 625,       25
 626,       17
 627,       18
 628,       13
 629,       16
 630,       14
 631,       16
 632,       10
 633,       18
 634,       13
 635,       16
 636,       11
 637,       13
 638,       12
 639,       16
 640,       14
 641,       16
 642,       13
 643,       18
 644,       10
 645,       17
 646,       17
 647,       11
 648,       11
 649,       16
 650,       14
 651,       19
 652,       19
 653,       19
 654,       18
 655,       15
 656,       19
 657,       14
 658,       13
 659,       16
 660,       16
 661,       17
 662,       15
 663,        9
 664,       17
 665,       18
 666,       20
 667,       17
 668,       12
 669,       16
 670,       16
 671,       19
 672,       13
 673,       17
 674,       17
 675,       13
 676,       19
 677,       17
 678,       18
 679,       19
 680,       22
 681,       13
 682,       10
 683,       12
 684,       13
 685,       13
 686,       16
 687,       12
 688,       16
 689,        9
 690,        7
 691,       12
 692,        8
 693,       17
 694,       17
 695,        9
 696,       15
 697,       20
 698,        8
 699,       12
 700,        8
 701,       16
 702,       11
 703,       12
 704,       18
 705,       14
 706,       21
 707,       13
 708,        4
 709,       12
 710,       13
 711,       10
 712,       10
 713,       16
 714,       15
 715,       11
 716,        6
 717,       14
 718,       21
 719,       18
 720,       24
 721,       23
 722,       12
 723,       19
 724,       21
 725,       16
 726,       19
 727,       19
 728,       16
 729,       17
 730,       18
 731,       32
 732,       24
 733,       21
 734,       26
 735,       28
 736,       27
 737,       20
 738,       28
 739,       24
 740,       21
 741,       27
 742,       25
 743,       27
 744,       33
 745,       30
 746,       30
 747,       19
 748,       23
 749,       21
 750,       20
 751,       22
 752,       20
 753,       22
 754,       18
 755,       18
 756,       14
 757,       24
 758,       18
 759,       18
 760,       25
 761,       14
 762,       14
 763,       12
 764,       10
 765,        7
 766,       13
 767,        9
 768,       12
 769,       11
 770,        6
 771,       13
 772,        8
 773,       13
 774,        5
 775,        8
 776,        3
 777,        9
 778,        6
 779,        6
 780,        8
 781,       11
 782,        4
 783,        7
 784,       11
 785,        6
 786,        7
 787,        8
 788,        8
 789,        0
 790,        7
 791,        5
 792,        8
 793,        2
 794,        3
 795,       11
 796,        5
 797,        3
 798,        7
 799,        3
 800,        9
 801,        5
 802,        2
 803,        6
 804,        6
 805,        6
 806,        1
 807,        4
 808,       11
 809,        7
 810,       11
 811,        7
 812,       12
 813,        7
 814,       10
 815,       13
 816,        8
 817,       14
 818,       16
 819,       11
 820,       12
 821,       14
 822,        8
 823,       18
 824,       13
 825,       16
 826,       11
 827,       18
 828,       15
 829,       16
 830,       16
 831,       11
 832,       13
 833,       19
 834,       14
 835,        8
 836,       14
 837,       25
 838,       15
 839,       21
 840,       15
 841,       17
 842,       15
 843,       24
 844,       13
 845,       16
 846,       19
 847,       16
 848,       11
 849,       21
 850,       13
 851,       15
 852,       20
 853,       17
 854,       11
 855,       15
 856,       18
 857,       10
 858,       10
 859,       15
 860,       17
 861,       17
 862,       13
 863,        8
 864,        4
 865,        5
 866,       10
 867,        6
 868,        3
 869,        8
 870,        8
 871,       11
 872,        3
 873,        1
 874,        5
 875,        1
 876,        7
 877,        2
 878,        2
 879,        3
 880,        6
 881,        3
 882,        0
 883,        4
 884,        6
 885,        4
 886,        1
 887,        2
 888,        6
 889,        6
 890,        5
 891,        2
 892,        6
 893,        4
 894,        5
 895,        5
 896,        6
 897,        4
 898,        2
 899,        5
 900,       11
 901,        7
 902,        9
 903,        9
 904,        7
 905,        6
 906,       13
 907,        7
 908,        9
 909,        8
 910,        7
 911,       11
 912,       11
 913,       16
 914,       16
 915,       13
 916,        9
 917,       17
 918,       14
 919,       13
 920,       23
 921,       14
 922,       10
 923,       14
 924,       16
 925,       13
 926,        7
 927,       10
 928,       15
 929,       14
 930,       10
 931,       11
 932,       13
 933,       13
 934,        8
 935,       12
 936,        8
 937,       10
 938,       11
 939,        7
 940,        7
 941,        3
 942,        8
 943,        8
 944,        6
 945,        5
 946,        5
 947,        6
 948,        3
 949,        3
 950,        2
 951,        2
 952,        2
 953,        4
 954,        0
 955,        2
 956,        3
 957,        3
 958,        1
 959,        2
 960,        3
 961,        2
 962,        1
 963,        1
 964,        0
 965,        0
 966,        3
 967,        0
 968,        0
 969,        1
 970,        2
 971,        0
 972,        2
 973,        0
 974,        1
 975,        0
 976,        0
 977,        1
 978,        2
 979,        2
 980,        1
 981,        1
 982,        1
 983,        2
 984,        0
 985,        1
 986,        2
 987,        2
 988,        0
 989,        0
 990,        2
 991,        0
 992,        4
 993,        1
 994,        0
 995,        1
 996,        1
 997,        2
 998,        0
 999,        4
1000,        1
1001,        3
1002,        0
1003,        4
1004,        3
1005,        1
1006,        2
1007,        0
1008,        1
1009,        1
1010,        1
1011,        0
1012,        1
1013,        1
1014,        1
1015,        2
1016,        2
1017,        0
1018,        2
1019,        2
1020,        1
1021,        0
1022,        1
1023,        1
